area,area_title,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,23-1023,560,22.58,14.04,17.76,36,56.55
1,Alabama,23-2011,3680,22.59,13.95,17.6,29.07,34.98
1,Alabama,23-2093,400,19.51,16.53,17.66,28.16,31.15
1,Alabama,23-2099,210,25.58,17.69,21.7,28.68,53.12
1,Alabama,25-0000,96070,23.91,10.39,18.13,29.5,37.4
1,Alabama,25-1011,1210,*,*,*,*,*
1,Alabama,25-1021,600,*,*,*,*,*
1,Alabama,25-1022,860,*,*,*,*,*
1,Alabama,25-1031,100,*,*,*,*,*
1,Alabama,25-1032,550,*,*,*,*,*
1,Alabama,25-1041,180,*,*,*,*,*
1,Alabama,25-1042,1070,*,*,*,*,*
1,Alabama,25-1043,60,*,*,*,*,*
1,Alabama,25-1051,100,*,*,*,*,*
1,Alabama,25-1052,350,*,*,*,*,*
1,Alabama,25-1053,30,*,*,*,*,*
1,Alabama,25-1054,180,*,*,*,*,*
1,Alabama,25-1061,40,*,*,*,*,*
1,Alabama,25-1062,70,*,*,*,*,*
1,Alabama,25-1063,140,*,*,*,*,*
1,Alabama,25-1065,190,*,*,*,*,*
1,Alabama,25-1066,530,*,*,*,*,*
1,Alabama,25-1067,170,*,*,*,*,*
1,Alabama,25-1069,120,*,*,*,*,*
1,Alabama,25-1071,3420,*,*,*,*,*
1,Alabama,25-1072,1360,*,*,*,*,*
1,Alabama,25-1081,990,*,*,*,*,*
1,Alabama,25-1082,210,*,*,*,*,*
1,Alabama,25-1111,140,*,*,*,*,*
1,Alabama,25-1112,**,*,*,*,*,*
1,Alabama,25-1113,220,*,*,*,*,*
1,Alabama,25-1121,1030,*,*,*,*,*
1,Alabama,25-1122,310,*,*,*,*,*
1,Alabama,25-1123,1190,*,*,*,*,*
1,Alabama,25-1124,120,*,*,*,*,*
1,Alabama,25-1125,360,*,*,*,*,*
1,Alabama,25-1126,230,*,*,*,*,*
1,Alabama,25-1192,130,*,*,*,*,*
1,Alabama,25-1193,200,*,*,*,*,*
1,Alabama,25-1194,1910,28.07,18.22,23.03,29.78,36.55
1,Alabama,25-1199,320,*,*,*,*,*
1,Alabama,25-2011,5340,10.81,8.36,8.75,13.67,18.18
1,Alabama,25-2012,640,*,*,*,*,*
1,Alabama,25-2021,20620,*,*,*,*,*
1,Alabama,25-2022,11060,*,*,*,*,*
1,Alabama,25-2023,440,*,*,*,*,*
1,Alabama,25-2031,13910,*,*,*,*,*
1,Alabama,25-2032,**,*,*,*,*,*
1,Alabama,25-2051,**,*,*,*,*,*
1,Alabama,25-2052,720,*,*,*,*,*
1,Alabama,25-2057,550,*,*,*,*,*
1,Alabama,25-2058,450,*,*,*,*,*
1,Alabama,25-2059,70,*,*,*,*,*
1,Alabama,25-3011,460,22.67,11.38,14.65,24.65,30.43
1,Alabama,25-3021,1150,18.32,9.07,12.99,23.53,29.85
1,Alabama,25-3031,4720,8.72,8.29,8.6,9,10.89
1,Alabama,25-3041,620,15.42,8.55,8.97,18.09,22.66
1,Alabama,25-3099,3340,*,*,*,*,*
1,Alabama,25-4011,100,22.98,14.47,17.67,31.58,37.29
1,Alabama,25-4012,180,21.45,13.95,17.52,28.89,37.27
1,Alabama,25-4013,90,17.92,10.51,14.1,23.46,29.11
1,Alabama,25-4022,2310,28.91,14.54,23.06,29.54,35.31
1,Alabama,25-4031,600,14.53,11.22,13.68,18.11,22.72
1,Alabama,25-9021,350,28.42,21.27,22.61,36.23,38.68
1,Alabama,25-9031,1150,34.88,22.8,25.31,42.56,57.59
1,Alabama,25-9044,790,*,*,*,*,*
1,Alabama,25-9045,6400,*,*,*,*,*
1,Alabama,25-9099,420,21.41,11.42,14.26,29.11,29.11
1,Alabama,27-0000,17300,18.56,10.81,14.05,29.11,38.31
1,Alabama,27-1011,100,34.78,18.84,29.84,43.14,50.72
1,Alabama,27-1013,50,18.4,8.71,14.73,29.5,38.31
1,Alabama,27-1014,70,29.84,18.6,24.25,38.4,47.43
1,Alabama,27-1021,80,30.28,18.8,23.97,37.54,47.38
1,Alabama,27-1023,570,13.64,8.92,10.95,14.64,18.51
1,Alabama,27-1024,1700,23.1,13.95,17.37,30.08,38.51
1,Alabama,27-1025,**,27.29,17.69,21.88,29.97,43.14
1,Alabama,27-1026,3040,14.21,10.52,13.39,18.33,23.18
1,Alabama,27-1027,140,27.79,18.21,21.93,29.96,30.52
1,Alabama,27-2012,610,23.51,13.4,18.56,30.85,39.53
1,Alabama,27-2021,310,*,*,*,*,*
1,Alabama,27-2022,2970,*,*,*,*,*
1,Alabama,27-2031,**,24.36,18.41,18.95,45.52,45.88
1,Alabama,27-2041,50,13.95,7.89,8.69,22.97,30.46
1,Alabama,27-2042,120,11.54,10.2,11.45,14.93,24.16
1,Alabama,27-3011,380,13.52,8.82,9.97,18.26,28.89
1,Alabama,27-3023,520,16.18,12.26,14.11,18.53,26.1
1,Alabama,27-3031,2160,24.43,14.82,18.86,36.83,48.69
1,Alabama,27-3041,540,23.98,14.57,18.64,37.23,50.06
1,Alabama,27-3042,530,34.19,22.84,29.11,38.52,47.38
1,Alabama,27-3043,290,25.68,14.5,18.25,41.53,73.27
1,Alabama,27-3091,170,22.4,11.46,17.97,24.78,30.06
1,Alabama,27-3092,280,23.46,9.06,14.65,30.06,30.06
1,Alabama,27-4011,690,17.96,13.04,13.95,23.34,29.51
1,Alabama,27-4012,280,14.79,9.35,11.74,23.49,26.69
1,Alabama,27-4014,80,36.83,14.06,17.74,58.31,59.94
1,Alabama,27-4021,360,18.09,10.1,13.81,23.64,36.18
1,Alabama,27-4031,100,23.44,13.53,17.42,29.7,38.03
1,Alabama,27-4032,90,27.37,11.9,17.18,38.31,39.5
1,Alabama,27-4099,40,37.25,8.85,25.68,50.3,67.83
1,Alabama,29-0000,131260,28.5,14.16,20.81,36.88,59.76
1,Alabama,29-1011,370,36.08,17.81,22.67,48.22,63.75
1,Alabama,29-1021,1150,80.11,40.88,49.64,#,#
1,Alabama,29-1023,80,#,56.34,61.76,#,#
1,Alabama,29-1031,680,28.5,20.33,22.75,31.17,36.74
1,Alabama,29-1041,470,49.13,28.98,38.49,62.33,#
1,Alabama,29-1051,5350,61.19,38.57,58.18,64.26,78.1
1,Alabama,29-1071,440,46.14,23.66,37.66,50.38,73.14
1,Alabama,29-1081,100,58.3,24.32,35.58,79.35,#
1,Alabama,29-1122,1270,40.08,23.85,30.93,47.96,57.58
1,Alabama,29-1123,2330,45.89,28.75,36.28,52.14,62.5
1,Alabama,29-1124,180,29.92,22.74,24.21,37.66,47.96
1,Alabama,29-1125,100,22.43,16.28,18.03,28.47,34.19
1,Alabama,29-1126,2590,23.29,18.26,22.61,29.22,30.22
1,Alabama,29-1127,1850,29.61,22.89,28.58,39.14,47.97
1,Alabama,29-1128,90,22.43,17.61,18.17,23.24,29.14
1,Alabama,29-1131,1150,47.57,28.33,37.52,50.21,67.16
1,Alabama,29-1141,49780,29.09,22.78,23.27,35.71,37.82
1,Alabama,29-1151,1290,79.62,61.59,74.25,#,#
1,Alabama,29-1171,4300,47.96,36.68,40.94,56.91,61.76
1,Alabama,29-1181,**,36.91,28.21,33.78,37.17,38.61
1,Alabama,29-1211,240,#,53.03,#,#,#
1,Alabama,29-1212,260,#,81.1,#,#,#
1,Alabama,29-1213,**,#,58.81,#,#,#
1,Alabama,29-1214,230,#,48.39,48.39,#,#
1,Alabama,29-1215,730,93.44,61.76,75.6,#,#
1,Alabama,29-1216,260,#,46.2,74.39,#,#
1,Alabama,29-1218,170,#,48.39,#,#,#
1,Alabama,29-1221,360,80.09,46.24,52.13,#,#
1,Alabama,29-1223,180,48.36,29.05,30.96,#,#
1,Alabama,29-1224,**,#,42.12,#,#,#
1,Alabama,29-1229,3190,#,48.16,79.09,#,#
1,Alabama,29-1242,180,#,63.65,#,#,#
1,Alabama,29-1249,230,48.39,48.39,48.39,#,#
1,Alabama,29-1292,2950,23.34,21.49,22.73,28.68,29.59
1,Alabama,29-2010,6170,22.54,13.8,15.86,28.52,31.21
1,Alabama,29-2031,1290,18.36,11.5,14.25,29.12,35.8
1,Alabama,29-2032,1300,29.11,22.05,23.35,30.51,37.03
1,Alabama,29-2033,360,29.64,22.82,28.59,37.03,38.1
1,Alabama,29-2034,3800,22.99,15.34,18.3,28.81,30.11
1,Alabama,29-2035,510,29.51,22.84,28.67,36.89,37.96
1,Alabama,29-2042,2520,13.33,10.4,10.81,14.07,17.76
1,Alabama,29-2043,1550,17.67,13.84,14.21,18.02,21.81
1,Alabama,29-2051,70,14.41,11.48,13.87,17.76,22.11
1,Alabama,29-2052,8080,14.44,11.07,13.86,17.64,18.67
1,Alabama,29-2053,1740,13.94,8.46,10.92,14.26,18.03
1,Alabama,29-2055,2220,18.2,13.96,17.14,22.55,26.92
1,Alabama,29-2056,1360,14.03,10.86,11.47,17.61,22.16
1,Alabama,29-2057,990,14.46,13.03,13.84,17.68,22.13
1,Alabama,29-2061,10400,19.29,14.13,17.68,22.6,23.82
1,Alabama,29-2072,2510,17.76,11.92,14.16,22.55,28.7
1,Alabama,29-2081,750,14.17,12.85,13.9,18.03,22.09
1,Alabama,29-2091,170,31.03,18.05,28.52,37.03,39.46
1,Alabama,29-2092,**,35.31,28.5,33.27,36.83,36.83
1,Alabama,29-2099,1070,17.67,13.95,15.03,18.94,24.09
1,Alabama,29-9021,40,22.78,16.95,20.91,29.12,35.41
1,Alabama,29-9091,300,*,*,*,*,*
1,Alabama,29-9093,160,17.38,12.53,14.05,21.88,22.11
1,Alabama,29-9099,100,17.85,14.14,15.14,28.44,47.31
1,Alabama,31-0000,65550,12.22,8.64,10.79,14.42,18.09
1,Alabama,31-1120,19770,10.54,8.26,8.64,11.24,13.63
1,Alabama,31-1131,19610,11.68,10.69,11.13,14.23,14.55
1,Alabama,31-1132,690,11.52,10.73,11.25,14.23,14.42
1,Alabama,31-1133,1460,11.6,8.58,10.71,14,15.51
1,Alabama,31-2011,360,30.05,23.5,28.35,36.19,38.01
1,Alabama,31-2012,50,*,*,*,*,*
1,Alabama,31-2021,1680,29.35,22.22,23.59,34.83,38.31
1,Alabama,31-2022,710,11.19,8.58,10.54,13.54,15.1
1,Alabama,31-9011,600,13.85,8.2,8.53,18.41,23.43
1,Alabama,31-9091,4170,17.45,13.54,14.19,18.3,22.77
1,Alabama,31-9092,10120,14.38,11.28,13.74,17.48,18.11
1,Alabama,31-9093,830,14.38,11.52,13.59,17.58,18.3
1,Alabama,31-9094,530,14.84,10.07,13.85,17.74,21.98
1,Alabama,31-9095,540,11.68,9.03,10.84,14.4,17.58
1,Alabama,31-9096,1400,13.5,8.45,10.74,14.52,16.72
1,Alabama,31-9097,2510,14.47,11.16,13.83,17.8,18.27
1,Alabama,31-9099,520,17.85,11.49,13.99,23.87,26.77
1,Alabama,33-0000,46620,18.22,10.02,13.04,24.5,30.81
1,Alabama,33-1011,420,30.06,15.53,24.71,34.25,38.86
1,Alabama,33-1012,1030,37.11,19.62,24.82,47.27,60.6
1,Alabama,33-1021,1020,31.11,12.83,18.3,39.12,49
1,Alabama,33-1091,660,22.62,11.72,15,28.98,36.94
1,Alabama,33-1099,190,28.44,17.72,18.82,32.11,39.35
1,Alabama,33-2011,6080,19.39,11.95,15.03,28.5,31.17
1,Alabama,33-2021,**,23.01,17.89,18.16,29.21,30.52
1,Alabama,33-2022,30,17.54,13.36,14.76,18.43,19.44
1,Alabama,33-3011,90,16.71,10.84,14.76,18.83,24.17
1,Alabama,33-3012,5890,18.99,11.89,15.12,24.12,27.94
1,Alabama,33-3021,1130,29.99,19.27,23.01,40.21,64.86
1,Alabama,33-3031,130,27.94,19.84,24.12,30.06,34.9
1,Alabama,33-3041,40,17.67,14.07,15.19,18.83,19.25
1,Alabama,33-3051,12430,23.22,15.43,18.3,29.21,31.58
1,Alabama,33-9011,260,16.59,10.81,13.8,18.83,23.3
1,Alabama,33-9021,120,30.57,17.92,23.01,38.49,47.59
1,Alabama,33-9031,90,17.73,13.64,17.13,21.62,28.55
1,Alabama,33-9032,14530,11.57,8.74,10.4,14.55,18.99
1,Alabama,33-9091,420,9.41,8.05,8.4,13.86,18.64
1,Alabama,33-9092,800,9.54,8.3,8.69,11.11,13.12
1,Alabama,33-9093,250,20.03,16.6,19.06,21.9,24.16
1,Alabama,33-9099,450,19.14,10.65,18.49,24.01,29.33
1,Alabama,35-0000,159350,9.95,8.31,8.62,12.51,14.99
1,Alabama,35-1011,540,29.96,15.37,21.72,32.6,38.68
1,Alabama,35-1012,19700,14.5,11.01,12.24,18.36,23.38
1,Alabama,35-2011,**,8.9,8.27,8.52,10.74,11.37
1,Alabama,35-2012,8260,10.82,8.66,8.92,13.51,15.09
1,Alabama,35-2014,16050,11.71,8.69,10.71,14.07,16.98
1,Alabama,35-2015,1070,12.02,9.1,9.45,14.27,15.16
1,Alabama,35-2021,18840,9.16,8.23,8.49,11.96,14.46
1,Alabama,35-3011,3730,8.98,8.23,8.53,11.25,18.59
1,Alabama,35-3023,36560,8.83,8.23,8.5,10.58,11.21
1,Alabama,35-3031,26020,8.71,8.25,8.47,9.89,13.63
1,Alabama,35-3041,2410,11.22,8.58,9.39,11.89,14.27
1,Alabama,35-9011,2570,9.28,8.21,8.62,11.29,13.54
1,Alabama,35-9021,3300,11.22,8.54,8.99,13.63,14.54
1,Alabama,35-9031,3770,9.39,8.44,8.73,10.77,12.9
1,Alabama,35-9099,**,11.84,9.4,9.4,11.98,12.76
1,Alabama,37-0000,53670,11.56,8.45,9.03,14.53,18.53
1,Alabama,37-1011,2360,17.65,11.33,13.98,23.57,30.19
1,Alabama,37-1012,2020,21.82,14.21,16.92,26.36,30.42
1,Alabama,37-2011,25840,11.25,8.28,8.74,13.85,16.15
1,Alabama,37-2012,9290,10.41,8.33,8.64,11.34,14.05
1,Alabama,37-2021,2400,17.48,10.86,14.29,22.1,27
1,Alabama,37-3011,11090,13.86,8.95,11.15,15.55,18.45
1,Alabama,37-3012,**,18.68,15.94,17.48,23.19,23.78
1,Alabama,37-3013,470,18.47,14.41,14.82,23.19,28.45
1,Alabama,37-3019,90,17.66,11.89,13.8,19.49,32.51
1,Alabama,39-0000,29800,11.22,8.43,8.91,14.61,22.39
1,Alabama,39-1013,130,22.75,17.41,22.35,25.74,28.87
1,Alabama,39-1014,1190,18.34,12.13,14.28,23.4,29.44
1,Alabama,39-1022,990,18.05,11.24,14.28,23.1,29.42
1,Alabama,39-2011,70,14.01,8.72,11.29,17.56,23.29
1,Alabama,39-2021,3130,11.06,8.5,8.95,13.54,14.63
1,Alabama,39-3019,**,10.45,8.03,8.46,11.38,17.61
1,Alabama,39-3031,420,9.51,8.74,8.92,13.29,14.21
1,Alabama,39-3091,4080,9.55,8.25,8.45,11.39,13.63
1,Alabama,39-3093,50,11.49,9.19,10.81,11.87,14.05
1,Alabama,39-4011,100,17.65,11.25,12.8,22.32,30.08
1,Alabama,39-4021,520,13.62,8.37,10.62,15.98,18.37
1,Alabama,39-4031,480,22.48,13.77,18.19,23.72,34.51
1,Alabama,39-5012,3050,11.49,8.64,9.13,17.5,27.14
1,Alabama,39-5092,**,13.24,8.97,10.33,13.94,14.24
1,Alabama,39-5093,**,11.11,8.78,9.18,11.5,14.31
1,Alabama,39-5094,450,14.65,8.52,10.78,22.73,34.5
1,Alabama,39-6011,150,10.56,8.45,8.77,11.92,17.45
1,Alabama,39-6012,100,14.16,11.18,13.5,17.13,22.16
1,Alabama,39-7010,220,13.95,8.49,8.65,17.53,27.49
1,Alabama,39-9011,4700,8.95,8.28,8.51,10.89,13.56
1,Alabama,39-9031,2590,17.67,8.9,11.81,22.57,23.53
1,Alabama,39-9032,3450,11.34,8.46,9.05,14.47,18.77
