sic,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
74,39-2021,21860,7.38,,,,
74,41-0000,330,7.94,,,,
74,41-2011,120,6.51,,,,
74,41-2031,120,7.51,,,,
74,43-0000,58870,9.7,,,,
74,43-1011,4790,13.4,,,,
74,43-3011,380,10.27,,,,
74,43-3021,70,14.88,,,,
74,43-3031,4100,11.15,,,,
74,43-3051,100,12.78,,,,
74,43-3061,130,11.39,,,,
74,43-4051,300,9.42,,,,
74,43-4171,32930,9.31,,,,
74,43-6011,1100,13.57,,,,
74,43-6013,3670,9.95,,,,
74,43-6014,4320,9.06,,,,
74,43-9021,80,9.13,,,,
74,43-9022,50,13.94,,,,
74,43-9061,6590,9.17,,,,
74,45-0000,250,10.14,,,,
74,45-2093,220,10.01,,,,
74,49-0000,390,9.84,,,,
74,49-9042,360,9.45,,,,
74,53-0000,120,9.43,,,,
74,53-7062,50,7.43,,,,
75,00-0000,61190,8.92,,,,
75,11-0000,2480,19.47,,,,
75,11-1011,240,22.08,,,,
75,11-1021,1290,19.51,,,,
75,11-2011,80,19.1,,,,
75,11-2022,70,22.1,,,,
75,11-2031,60,16.78,,,,
75,11-3011,40,11.02,,,,
75,11-3031,80,27.48,,,,
75,11-9011,430,17.49,,,,
75,13-0000,220,21.24,,,,
75,13-2011,**,21.24,,,,
75,15-0000,180,21.37,,,,
75,15-1061,70,21.87,,,,
75,19-0000,1390,11.9,,,,
75,19-1010,150,17.39,,,,
75,19-4011,1140,11.34,,,,
75,19-4021,**,10.85,,,,
75,25-0000,170,13.24,,,,
75,27-0000,240,14.04,,,,
75,27-2022,110,*,,,,
75,27-3031,80,17.62,,,,
75,29-0000,820,15.23,,,,
75,29-1131,230,33.82,,,,
75,29-2056,410,10.57,,,,
75,31-0000,870,8.99,,,,
75,31-9096,820,9.12,,,,
75,33-0000,270,9.7,,,,
75,33-9011,90,10.43,,,,
75,33-9032,150,8.87,,,,
75,35-0000,50,8.8,,,,
75,37-0000,930,8.76,,,,
75,37-1012,**,13.61,,,,
75,37-2011,350,7.24,,,,
75,37-2012,50,9.21,,,,
75,37-3011,330,9.34,,,,
75,39-0000,30780,8.44,,,,
75,39-1021,1220,12.82,,,,
75,39-2011,3660,12.95,,,,
75,39-2021,25550,8.12,,,,
75,41-0000,1030,11.72,,,,
75,41-1011,60,11.57,,,,
75,41-1012,50,20.05,,,,
75,41-2011,110,6.8,,,,
75,41-2021,30,7.74,,,,
75,41-2031,240,7.61,,,,
75,41-4011,100,21.08,,,,
75,41-4012,230,21.52,,,,
75,43-0000,5680,10.23,,,,
75,43-1011,370,15.55,,,,
75,43-2011,50,9.8,,,,
75,43-3031,480,12.24,,,,
75,43-3051,**,10.86,,,,
75,43-4051,260,11.98,,,,
75,43-4071,70,9.78,,,,
75,43-4151,40,11.41,,,,
75,43-4171,1150,8.68,,,,
75,43-5071,80,11.65,,,,
75,43-5081,40,7.17,,,,
75,43-5111,430,9.15,,,,
75,43-6011,380,13.98,,,,
75,43-6014,670,10.45,,,,
75,43-9011,60,11.34,,,,
75,43-9021,150,11.51,,,,
75,43-9061,1190,9.16,,,,
75,45-0000,11660,8.61,,,,
75,45-1011,780,13.76,,,,
75,45-1012,60,7.5,,,,
75,45-2011,160,11.62,,,,
75,45-2021,1160,11.15,,,,
75,45-2041,**,10.63,,,,
75,45-2091,**,10.77,,,,
75,45-2092,510,8.18,,,,
75,45-2093,8280,8.22,,,,
75,49-0000,770,9.99,,,,
75,49-3031,30,15.89,,,,
75,49-3041,**,12.02,,,,
75,49-9042,570,9.53,,,,
75,51-0000,2530,8.37,,,,
75,51-1011,90,14.45,,,,
75,51-3021,730,9.2,,,,
75,51-3022,390,8,,,,
75,51-3023,720,7.66,,,,
75,51-3091,**,8.07,,,,
75,51-9061,60,10.95,,,,
75,51-9111,50,10.15,,,,
75,51-9198,90,7.91,,,,
75,53-0000,1100,8.44,,,,
75,53-3032,**,11.59,,,,
75,53-3033,150,9.81,,,,
75,53-7051,**,12.27,,,,
75,53-7062,300,8.1,,,,
75,53-7064,380,7.02,,,,
76,00-0000,160570,6.88,,,,
76,11-0000,1510,24.72,,,,
76,11-1011,140,44.93,,,,
76,11-1021,550,32.43,,,,
76,11-3031,60,30.04,,,,
76,11-9011,600,20.13,,,,
76,13-0000,270,22.14,,,,
76,13-1071,30,10.4,,,,
76,13-2011,110,20.65,,,,
76,19-0000,60,18.66,,,,
76,19-1010,40,19.53,,,,
76,25-0000,40,16.26,,,,
76,25-9021,40,15.98,,,,
76,37-0000,620,7.13,,,,
76,37-2011,**,6.69,,,,
76,37-3011,200,6.96,,,,
76,37-3012,240,7.97,,,,
76,41-0000,150,17.46,,,,
76,41-4012,**,18.32,,,,
76,43-0000,2330,10.39,,,,
76,43-1011,220,18.71,,,,
76,43-3031,480,11.8,,,,
76,43-3051,380,9.89,,,,
76,43-4071,60,8.04,,,,
76,43-4161,50,8.12,,,,
76,43-4171,**,8.66,,,,
76,43-5111,40,7.58,,,,
76,43-6011,140,15.65,,,,
76,43-6014,270,10.43,,,,
76,43-9021,50,6.6,,,,
76,43-9061,440,8.86,,,,
76,45-0000,149840,6.88,,,,
76,45-1011,3600,12.13,,,,
76,45-1012,4980,6.97,,,,
76,45-2041,1240,6.76,,,,
76,45-2091,2960,7.48,,,,
76,45-2092,133820,6.85,,,,
76,45-2093,3120,6.7,,,,
76,47-0000,**,8.96,,,,
76,47-2073,**,8.92,,,,
76,49-0000,740,11.99,,,,
76,49-1011,50,23.46,,,,
76,49-3031,150,11.67,,,,
76,49-3041,330,11.92,,,,
76,49-9042,130,11.14,,,,
76,51-0000,1700,6.51,,,,
76,51-1011,40,13.6,,,,
76,51-9061,480,6.06,,,,
76,51-9111,230,7.35,,,,
76,51-9198,40,7.83,,,,
76,53-0000,3170,7.4,,,,
76,53-3032,1100,10.12,,,,
76,53-3033,**,9.55,,,,
76,53-7051,180,7.82,,,,
76,53-7062,260,7,,,,
76,53-7064,1260,6.75,,,,
78,00-0000,591570,10.17,,,,
78,11-0000,25050,23.82,,,,
78,11-1011,4050,33.71,,,,
78,11-1021,12360,25.22,,,,
78,11-2011,130,21.14,,,,
78,11-2021,300,21.27,,,,
78,11-2022,1130,22.64,,,,
78,11-2031,30,18.63,,,,
78,11-3011,1590,15.34,,,,
78,11-3031,1030,25.98,,,,
78,11-3040,90,19.68,,,,
78,11-3071,140,29.6,,,,
78,11-9011,1080,16.75,,,,
78,11-9021,1850,22.63,,,,
78,11-9141,**,11.14,,,,
78,13-0000,3200,18.9,,,,
78,13-1021,190,18.54,,,,
78,13-1022,**,20.59,,,,
78,13-1023,50,17.22,,,,
78,13-1051,1680,18.38,,,,
78,13-1071,90,19.01,,,,
78,13-2011,900,21.53,,,,
78,15-0000,310,23.05,,,,
78,15-1061,230,25.77,,,,
78,17-0000,11150,19.51,,,,
78,17-1011,90,26.51,,,,
78,17-1012,8970,19.87,,,,
78,17-2051,130,24.3,,,,
78,17-3011,1180,17.98,,,,
78,19-0000,340,15.86,,,,
78,19-1010,200,13.37,,,,
78,19-3021,**,25.05,,,,
78,27-0000,840,10.58,,,,
78,27-1021,**,15.09,,,,
78,27-1023,320,9.81,,,,
78,27-1024,50,17.08,,,,
78,33-0000,230,9.46,,,,
78,35-0000,50,7.32,,,,
78,37-0000,455450,9.69,,,,
78,37-1011,1110,11.01,,,,
78,37-1012,49140,14.87,,,,
78,37-2011,5920,8.79,,,,
78,37-2012,190,6.68,,,,
78,37-2021,**,12.07,,,,
78,37-3011,339530,9.04,,,,
78,37-3012,14660,12.22,,,,
78,37-3013,40400,11.35,,,,
78,41-0000,12520,12.52,,,,
78,41-1011,780,15.11,,,,
78,41-1012,280,20.36,,,,
78,41-2011,980,8.39,,,,
78,41-2021,40,8.05,,,,
78,41-2022,**,10.74,,,,
78,41-2031,2740,9.01,,,,
78,41-4011,540,29.4,,,,
78,41-4012,2220,17.44,,,,
78,41-9041,1770,10.26,,,,
78,41-9091,410,12.63,,,,
78,43-0000,34760,11.25,,,,
78,43-1011,2710,16.63,,,,
78,43-3011,830,10.19,,,,
78,43-3021,60,9.74,,,,
78,43-3031,5940,11.9,,,,
78,43-3051,710,12.51,,,,
78,43-3061,**,12.66,,,,
78,43-4051,370,11.1,,,,
78,43-4071,**,12.59,,,,
78,43-4161,50,12.8,,,,
78,43-4171,1610,10.06,,,,
78,43-5032,**,10.72,,,,
78,43-5081,**,12.03,,,,
78,43-6011,3280,14.64,,,,
78,43-6014,8030,10.7,,,,
78,43-9061,10300,9.93,,,,
78,45-0000,12040,8.84,,,,
78,45-1011,1400,14.74,,,,
78,45-1012,60,8.42,,,,
78,45-2091,500,9.15,,,,
78,45-2092,9020,8.32,,,,
78,45-2093,**,7.92,,,,
78,45-4011,390,7.64,,,,
78,45-4021,270,9.99,,,,
78,45-4022,140,16.04,,,,
78,47-0000,13000,12.67,,,,
78,47-1011,1980,21.98,,,,
78,47-2021,760,12.81,,,,
78,47-2022,**,13.83,,,,
78,47-2031,250,13.86,,,,
78,47-2051,1560,13.63,,,,
78,47-2061,2450,9.05,,,,
78,47-2073,2980,13.95,,,,
78,47-2141,**,10.94,,,,
78,47-2152,160,15.96,,,,
78,47-3015,**,8.26,,,,
78,47-4051,250,8.64,,,,
78,47-4091,490,12.16,,,,
78,49-0000,7290,12.51,,,,
78,49-1011,520,17.68,,,,
78,49-3023,1290,14.14,,,,
78,49-3031,170,13.57,,,,
78,49-3041,320,13.93,,,,
78,49-3042,70,14.61,,,,
78,49-3053,2480,11.38,,,,
78,49-9042,1930,11.06,,,,
78,49-9098,**,10.65,,,,
78,51-0000,240,10.17,,,,
78,51-9021,**,9.89,,,,
78,53-0000,14910,10.73,,,,
78,53-1021,410,13.73,,,,
78,53-1031,280,18.17,,,,
78,53-3032,4010,12.37,,,,
78,53-3033,2170,10.66,,,,
78,53-7032,1180,14.81,,,,
78,53-7051,1020,8.56,,,,
78,53-7062,5410,9.2,,,,
101,00-0000,5540,19.96,,,,
101,11-0000,190,38.86,,,,
101,11-1021,120,40.75,,,,
101,13-0000,110,24.8,,,,
101,17-0000,220,27.44,,,,
101,17-2151,70,33.03,,,,
101,43-0000,220,16.1,,,,
101,43-5081,50,18.64,,,,
101,43-6011,50,16.03,,,,
101,47-0000,750,19.72,,,,
101,47-1011,80,26.68,,,,
101,49-0000,1680,20.07,,,,
101,49-1011,130,24.74,,,,
101,49-9041,430,20.09,,,,
101,51-0000,1470,19.58,,,,
101,51-1011,260,25.89,,,,
101,51-9021,290,18.64,,,,
101,51-9051,420,18.38,,,,
101,51-9061,70,18.47,,,,
101,53-0000,810,19.35,,,,
102,00-0000,8780,18.27,,,,
102,11-0000,280,41.53,,,,
102,11-1011,30,#,,,,
102,11-1021,120,40.79,,,,
102,11-9041,40,40.88,,,,
102,13-0000,150,22.62,,,,
102,13-1023,30,22.55,,,,
102,13-2011,50,21.32,,,,
102,15-0000,90,23.49,,,,
102,15-1021,30,26.52,,,,
102,15-1041,40,19.7,,,,
102,17-0000,370,24.92,,,,
102,17-2081,40,29.62,,,,
102,17-2141,30,27.24,,,,
102,17-2151,70,30.82,,,,
102,19-0000,150,19.97,,,,
102,19-2031,50,23.57,,,,
102,19-4031,50,15.35,,,,
102,29-0000,70,31.19,,,,
102,29-9010,70,31.19,,,,
102,43-0000,470,17.86,,,,
102,43-4161,40,21.02,,,,
102,43-5071,50,17.65,,,,
102,43-6011,80,18.6,,,,
102,43-9061,30,13.33,,,,
102,47-0000,2710,18.39,,,,
102,47-1011,160,23.86,,,,
102,47-2073,750,17.17,,,,
102,47-2111,440,18.73,,,,
102,47-2152,110,18.69,,,,
102,47-5021,80,17.73,,,,
102,47-5031,60,18.36,,,,
102,47-5041,570,18.79,,,,
102,49-0000,1460,18.8,,,,
102,49-1011,250,26.28,,,,
102,49-3031,100,19.33,,,,
102,49-3042,390,17.41,,,,
102,49-9043,360,19.38,,,,
102,51-0000,1970,17.71,,,,
102,51-1011,200,24.67,,,,
102,51-9012,750,17.98,,,,
102,51-9021,500,17.13,,,,
103,51-0000,200,16.67,,,,
104,00-0000,10630,21.01,,,,
104,11-0000,540,44.81,,,,
104,11-1021,110,54.51,,,,
104,11-3031,70,49.3,,,,
104,11-3040,30,40.95,,,,
104,11-9041,40,41.25,,,,
104,13-0000,230,26.38,,,,
104,13-2011,90,27.6,,,,
104,15-0000,60,24.98,,,,
104,17-0000,620,27.39,,,,
104,17-1022,50,20.12,,,,
104,17-2081,50,30.62,,,,
104,17-2151,280,31.03,,,,
104,17-3022,30,18.44,,,,
104,17-3025,50,20.63,,,,
104,19-0000,520,23.43,,,,
104,19-2042,160,30.58,,,,
104,19-4031,260,20,,,,
104,33-0000,90,19.34,,,,
104,33-9032,60,17.69,,,,
104,37-0000,50,13.46,,,,
104,37-2011,50,13.4,,,,
104,43-0000,450,16.85,,,,
104,43-3031,60,16.65,,,,
104,43-5071,40,18.01,,,,
104,43-5081,50,18.46,,,,
104,43-6011,60,17.23,,,,
104,43-6014,80,16.4,,,,
104,43-9061,70,14.84,,,,
104,47-0000,3830,20.92,,,,
104,47-1011,360,31.31,,,,
104,47-2111,170,21.52,,,,
104,47-5021,190,20.16,,,,
104,47-5031,80,19.81,,,,
104,47-5041,530,19.92,,,,
104,47-5042,650,20.62,,,,
104,47-5081,60,11.48,,,,
104,49-0000,1630,21.46,,,,
104,49-1011,200,30.61,,,,
104,49-3023,40,22.28,,,,
104,49-3031,80,20.27,,,,
104,49-3042,590,20.95,,,,
104,49-9041,160,20.15,,,,
104,49-9042,230,19.86,,,,
104,51-0000,1430,20.07,,,,
104,51-1011,210,29.96,,,,
104,51-4035,**,19.39,,,,
104,51-4121,60,20.57,,,,
104,51-9012,190,20.12,,,,
104,51-9021,220,18.61,,,,
104,53-0000,1100,19.65,,,,
104,53-3032,600,19.67,,,,
104,53-7032,70,19.28,,,,
104,53-7062,80,19.29,,,,
106,11-0000,70,36.6,,,,
106,43-0000,70,15.3,,,,
108,00-0000,1930,17.96,,,,
108,11-0000,210,42.53,,,,
108,11-1021,90,43.14,,,,
108,11-3031,50,34.34,,,,
108,13-0000,30,20.95,,,,
108,17-0000,40,31,,,,
108,19-0000,60,30.71,,,,
108,19-2042,50,32.7,,,,
108,43-0000,160,14.16,,,,
108,43-9061,30,11.2,,,,
108,47-0000,1130,16.75,,,,
108,47-1011,140,27.29,,,,
108,47-2073,200,18.91,,,,
108,47-5021,410,17.26,,,,
108,47-5081,350,11.77,,,,
108,49-0000,70,20.89,,,,
108,49-3031,30,20.12,,,,
108,53-0000,150,15.56,,,,
108,53-3032,80,15.31,,,,
109,00-0000,3250,19.37,,,,
109,11-0000,**,41.06,,,,
109,11-1021,40,48.37,,,,
109,11-3031,**,35.54,,,,
109,11-9041,**,48.04,,,,
109,13-0000,**,21.93,,,,
109,13-1023,**,21.92,,,,
109,13-2011,**,21.23,,,,
109,17-0000,**,23.92,,,,
109,17-2151,**,25.3,,,,
109,19-0000,180,16.95,,,,
109,19-4041,**,16.23,,,,
109,43-0000,160,15.69,,,,
109,43-3031,**,15.11,,,,
109,47-0000,650,18.68,,,,
109,47-1011,130,25.25,,,,
109,47-2111,**,19.79,,,,
109,49-0000,430,20.47,,,,
109,49-1011,**,27.67,,,,
109,49-3042,**,20.37,,,,
109,49-9041,50,14.69,,,,
109,49-9042,80,19.25,,,,
109,51-0000,580,18.52,,,,
109,51-1011,**,21.39,,,,
109,51-4121,**,19.6,,,,
109,51-9012,90,14.07,,,,
109,53-0000,**,16.47,,,,
109,53-7032,**,16.16,,,,
122,00-0000,78620,18.99,,,,
122,11-0000,2780,40.55,,,,
122,11-1011,290,62.22,,,,
122,11-1021,1300,38.49,,,,
122,11-3011,50,33.36,,,,
122,11-3021,40,35.21,,,,
122,11-3031,270,40.33,,,,
122,11-3040,130,42.23,,,,
122,11-3051,60,45.67,,,,
122,11-3061,110,33.07,,,,
122,11-3071,60,33.27,,,,
122,11-9041,200,42.72,,,,
122,13-0000,1000,23.85,,,,
122,13-1023,250,22.28,,,,
122,13-1041,50,24.95,,,,
122,13-1072,70,22.91,,,,
122,13-2011,420,24.27,,,,
122,13-2031,40,27.13,,,,
122,15-0000,270,26.76,,,,
122,15-1021,40,34.22,,,,
122,15-1041,120,24.79,,,,
122,15-1061,30,33.26,,,,
122,17-0000,1800,26.95,,,,
122,17-1022,190,19.96,,,,
122,17-2071,50,36.77,,,,
122,17-2081,110,30.51,,,,
122,17-2112,90,30.48,,,,
122,17-2141,30,30.14,,,,
122,17-2151,870,30.48,,,,
122,17-3022,30,20.86,,,,
122,17-3025,50,22.79,,,,
122,17-3031,210,18.9,,,,
122,19-0000,420,27.47,,,,
122,19-2041,60,29.01,,,,
122,19-2042,60,32.51,,,,
122,19-4041,80,23.86,,,,
122,19-4091,100,29.3,,,,
122,23-0000,60,32.14,,,,
122,23-1011,30,54.19,,,,
122,29-0000,170,29.23,,,,
122,29-9010,130,31.44,,,,
122,33-0000,450,7.6,,,,
122,33-9032,450,7.59,,,,
122,37-0000,290,10.67,,,,
122,37-1012,40,21.17,,,,
122,37-2011,220,10.26,,,,
122,41-0000,130,23.33,,,,
122,41-4012,40,26.31,,,,
122,41-9022,40,23.35,,,,
122,43-0000,3210,13.84,,,,
122,43-1011,140,21,,,,
122,43-2011,30,9.86,,,,
122,43-3021,60,11.64,,,,
122,43-3031,490,11.12,,,,
122,43-3051,190,13.39,,,,
122,43-3061,70,12.22,,,,
122,43-4151,40,18.41,,,,
122,43-4161,100,15.96,,,,
122,43-4171,130,9.49,,,,
122,43-5032,80,20.56,,,,
122,43-5061,130,18.59,,,,
122,43-5071,120,17.69,,,,
122,43-5081,370,17.76,,,,
122,43-5111,140,11.54,,,,
122,43-6011,310,15.66,,,,
122,43-6014,250,10.97,,,,
122,43-9061,440,11.55,,,,
122,47-0000,33060,18.37,,,,
122,47-1011,4680,28.79,,,,
122,47-2021,30,20.36,,,,
122,47-2031,60,19.11,,,,
122,47-2073,5670,16.94,,,,
122,47-2111,2350,20.47,,,,
122,47-2152,**,20.28,,,,
122,47-4061,270,19.13,,,,
122,47-5021,910,16.73,,,,
122,47-5031,530,16.7,,,,
122,47-5041,4910,16.82,,,,
122,47-5042,2850,16.84,,,,
122,47-5061,3650,18.05,,,,
122,47-5071,**,11.12,,,,
122,47-5081,4080,15.51,,,,
122,49-0000,11970,19.82,,,,
122,49-1011,1050,33.8,,,,
122,49-3031,160,18.94,,,,
122,49-3042,3530,20.3,,,,
122,49-9041,1250,20.74,,,,
122,49-9042,3370,18.64,,,,
122,49-9043,2110,18.16,,,,
122,49-9098,210,19.2,,,,
122,51-0000,5130,21,,,,
122,51-1011,840,30.31,,,,
122,51-4041,80,21.61,,,,
122,51-4121,900,20.55,,,,
122,51-8013,120,24.32,,,,
122,51-8021,70,20.68,,,,
122,51-9012,160,18.95,,,,
122,51-9021,660,19.82,,,,
122,51-9061,230,18.9,,,,
122,51-9192,440,18.32,,,,
122,51-9198,630,20.37,,,,
122,53-0000,17860,17.9,,,,
122,53-1021,220,31.69,,,,
122,53-1031,310,31.32,,,,
122,53-3032,1920,13.71,,,,
122,53-3033,180,16.11,,,,
122,53-4013,80,18.33,,,,
122,53-7011,1060,19.41,,,,
122,53-7021,40,17.67,,,,
122,53-7031,**,11.32,,,,
122,53-7032,5100,16.45,,,,
122,53-7033,1100,15.79,,,,
122,53-7041,120,20.13,,,,
122,53-7051,1670,18.49,,,,
122,53-7062,1660,18.67,,,,
122,53-7072,150,20.93,,,,
122,53-7073,80,19.28,,,,
122,53-7111,2710,18.11,,,,
123,00-0000,780,15.01,,,,
123,11-0000,30,34.45,,,,
123,43-0000,50,11.02,,,,
123,47-0000,300,14.66,,,,
123,47-2031,**,14.84,,,,
123,47-5081,**,12.17,,,,
123,49-3031,40,14.6,,,,
123,51-0000,140,13.85,,,,
123,51-4121,60,16.36,,,,
123,51-9021,**,11.05,,,,
124,00-0000,4790,14.72,,,,
124,11-0000,180,34.74,,,,
124,11-1021,**,35.33,,,,
124,17-0000,80,21.64,,,,
124,43-0000,330,11.72,,,,
124,43-1011,**,17.66,,,,
124,43-3031,**,10.99,,,,
124,43-6014,**,9.07,,,,
124,43-9061,**,11.01,,,,
124,47-0000,2480,14.42,,,,
124,47-1011,**,24.32,,,,
124,47-2073,**,12.72,,,,
124,47-2111,**,20,,,,
124,47-5012,**,12.99,,,,
124,47-5021,**,14.33,,,,
124,47-5031,**,14.57,,,,
124,47-5041,**,16.97,,,,
124,47-5042,**,15.3,,,,
124,47-5061,**,19.6,,,,
124,47-5081,250,9.81,,,,
124,49-0000,380,15.47,,,,
124,49-1011,**,17.01,,,,
124,49-3031,80,15.42,,,,
124,49-3042,**,18.23,,,,
124,49-9042,**,13.79,,,,
124,51-0000,210,15.51,,,,
124,51-4121,90,14.95,,,,
124,51-9023,**,16.47,,,,
124,53-0000,1080,14.5,,,,
124,53-3032,**,12.16,,,,
124,53-7011,**,18.66,,,,
124,53-7032,**,13.18,,,,
124,53-7033,**,16.06,,,,
124,53-7062,**,12.69,,,,
124,53-7111,**,19.59,,,,
131,00-0000,125370,22.19,,,,
131,11-0000,12620,52.33,,,,
131,11-1011,**,#,,,,
131,11-1021,5260,57.68,,,,
131,11-2021,**,49.68,,,,
131,11-2022,**,46.63,,,,
131,11-2031,120,58.48,,,,
131,11-3011,**,42.54,,,,
131,11-3021,170,50.02,,,,
131,11-3031,1780,43.31,,,,
131,11-3040,380,46.83,,,,
131,11-3051,350,53.7,,,,
131,11-3061,**,44.01,,,,
131,11-3071,**,29.32,,,,
131,11-9011,**,30.46,,,,
131,11-9021,**,34.12,,,,
131,11-9041,1250,59.89,,,,
131,11-9121,140,64.33,,,,
131,11-9141,470,27.78,,,,
131,13-0000,11210,26.87,,,,
